component_id,type,name,performance_level
139_CPU,CPU,Intel Core i3 10th Gen,Low
139_GPU,GPU,Intel Integrated UHD,Low
139_RAM,RAM,8 GB,Low
139_STORAGE,STORAGE,512.0 GB,Low
140_CPU,CPU,Intel Core i3 11th Gen,Low
140_GPU,GPU,Intel Integrated UHD Graphics,Low
140_RAM,RAM,8 GB,Low
140_STORAGE,STORAGE,512.0 GB,Low
141_CPU,CPU,AMD Ryzen 3 Dual Core,Low
141_GPU,GPU,AMD Radeon AMD,Low
141_RAM,RAM,8 GB,Low
141_STORAGE,STORAGE,512.0 GB,Low
142_CPU,CPU,Intel Core i3 10th Gen,Low
142_GPU,GPU,Intel Integrated UHD,Low
142_RAM,RAM,8 GB,Low
142_STORAGE,STORAGE,1280.0 GB,Low
143_CPU,CPU,Intel Core i7 12th Gen,Extreme
143_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
143_RAM,RAM,16 GB,Extreme
143_STORAGE,STORAGE,1024.0 GB,Extreme
144_CPU,CPU,Intel Core i3 10th Gen,Low
144_GPU,GPU,Intel Integrated Intel UHD,Low
144_RAM,RAM,4 GB,Low
144_STORAGE,STORAGE,256.0 GB,Low
145_CPU,CPU,AMD Ryzen 7 Octa Core,High
145_GPU,GPU,NVIDIA GeForce RTX 3050Ti,High
145_RAM,RAM,16 GB,High
145_STORAGE,STORAGE,512.0 GB,High
146_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
146_GPU,GPU,AMD Radeon RX 6600M,Medium
146_RAM,RAM,16 GB,Medium
146_STORAGE,STORAGE,1024.0 GB,Medium
147_CPU,CPU,Intel Core i3 11th Gen,Low
147_GPU,GPU,Intel Integrated,Low
147_RAM,RAM,8 GB,Low
147_STORAGE,STORAGE,1024.0 GB,Low
148_CPU,CPU,AMD Ryzen 3 Dual Core,Low
148_GPU,GPU,AMD Radeon,Low
148_RAM,RAM,8 GB,Low
148_STORAGE,STORAGE,1024.0 GB,Low
149_CPU,CPU,AMD Ryzen 7 Octa Core,High
149_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
149_RAM,RAM,8 GB,High
149_STORAGE,STORAGE,512.0 GB,High
150_CPU,CPU,Intel Core i5 10th Gen,Medium
150_GPU,GPU,NVIDIA GeForce GTX GTX 1650,Medium
150_RAM,RAM,8 GB,Medium
150_STORAGE,STORAGE,512.0 GB,Medium
151_CPU,CPU,Intel Core i3 11th Gen,Low
151_GPU,GPU,Intel Integrated,Low
151_RAM,RAM,8 GB,Low
151_STORAGE,STORAGE,512.0 GB,Low
152_CPU,CPU,AMD Ryzen 7 Octa Core,High
152_GPU,GPU,NVIDIA GeForce RTX GeForce RTX 3050,High
152_RAM,RAM,16 GB,High
152_STORAGE,STORAGE,1024.0 GB,High
153_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
153_GPU,GPU,NVIDIA GeForce RTX RTX 3060,Extreme
153_RAM,RAM,16 GB,Extreme
153_STORAGE,STORAGE,1024.0 GB,Extreme
154_CPU,CPU,Intel Celeron Dual Core,Low
154_GPU,GPU,Intel Integrated UHD,Low
154_RAM,RAM,8 GB,Low
154_STORAGE,STORAGE,256.0 GB,Low
155_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
155_GPU,GPU,AMD Radeon,Medium
155_RAM,RAM,16 GB,Medium
155_STORAGE,STORAGE,512.0 GB,Medium
156_CPU,CPU,Intel Pentium Quad Core 10th Gen,Low
156_GPU,GPU,Intel Integrated intel hd,Low
156_RAM,RAM,4 GB,Low
156_STORAGE,STORAGE,128.0 GB,Low
157_CPU,CPU,Intel Core i7 11th Gen,Medium
157_GPU,GPU,NVIDIA GeForce RTX NVIDIA GeForce RTX 3050,Medium
157_RAM,RAM,16 GB,Medium
157_STORAGE,STORAGE,512.0 GB,Medium
158_CPU,CPU,Intel Core i5 11th Gen,Low
158_GPU,GPU,Intel Integrated,Low
158_RAM,RAM,8 GB,Low
158_STORAGE,STORAGE,512.0 GB,Low
159_CPU,CPU,Intel Core i7 12th Gen,High
159_GPU,GPU,NVIDIA GeForce RTX 3070 Ti,High
159_RAM,RAM,16 GB,High
159_STORAGE,STORAGE,1024.0 GB,High
160_CPU,CPU,Intel Core i7 12th Gen,High
160_GPU,GPU,NVIDIA GeForce RTX 3070,High
160_RAM,RAM,16 GB,High
160_STORAGE,STORAGE,1024.0 GB,High
161_CPU,CPU,Qualcomm Snapdragon 7c Gen 2,Low
161_GPU,GPU,Qualcomm Adreno Adreno,Low
161_RAM,RAM,4 GB,Low
161_STORAGE,STORAGE,nan GB,Low
162_CPU,CPU,Intel Core i9 11th Gen,Extreme
162_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
162_RAM,RAM,16 GB,Extreme
162_STORAGE,STORAGE,1024.0 GB,Extreme
163_CPU,CPU,Intel Core i5 10th Gen,Low
163_GPU,GPU,NA INTEGRATED_GRAPHICS,Low
163_RAM,RAM,4 GB,Low
163_STORAGE,STORAGE,1024.0 GB,Low
164_CPU,CPU,Intel Core i7 11th Gen,High
164_GPU,GPU,NVIDIA GeForce RTX RTX 3050Ti,High
164_RAM,RAM,16 GB,High
164_STORAGE,STORAGE,1024.0 GB,High
165_CPU,CPU,Intel Core i7 11th Gen,High
165_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
165_RAM,RAM,16 GB,High
165_STORAGE,STORAGE,1024.0 GB,High
166_CPU,CPU,Intel Pentium Quad Core,Low
166_GPU,GPU,Intel Integrated Intel UHD,Low
166_RAM,RAM,4 GB,Low
166_STORAGE,STORAGE,1024.0 GB,Low
167_CPU,CPU,Intel Core i7 11th Gen,High
167_GPU,GPU,NVIDIA GeForce RTX 3050,High
167_RAM,RAM,8 GB,High
167_STORAGE,STORAGE,512.0 GB,High
168_CPU,CPU,AMD Ryzen 5 Quad Core,Low
168_GPU,GPU,AMD Radeon AMD,Low
168_RAM,RAM,8 GB,Low
168_STORAGE,STORAGE,512.0 GB,Low
169_CPU,CPU,Intel Core i3 10th Gen,Low
169_GPU,GPU,Intel Integrated,Low
169_RAM,RAM,8 GB,Low
169_STORAGE,STORAGE,512.0 GB,Low
170_CPU,CPU,Intel Core i3 11th Gen,Low
170_GPU,GPU,Intel Integrated Intel UHD,Low
170_RAM,RAM,8 GB,Low
170_STORAGE,STORAGE,256.0 GB,Low
171_CPU,CPU,Intel Celeron Dual Core,Low
171_GPU,GPU,Intel Integrated Intel® UHD Graphics 600,Low
171_RAM,RAM,4 GB,Low
171_STORAGE,STORAGE,nan GB,Low
172_CPU,CPU,Intel Core i3 11th Gen,Low
172_GPU,GPU,Intel Integrated intel hd,Low
172_RAM,RAM,8 GB,Low
172_STORAGE,STORAGE,256.0 GB,Low
173_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
173_GPU,GPU,AMD Radeon Radeon Graphics,Low
173_RAM,RAM,16 GB,Low
173_STORAGE,STORAGE,512.0 GB,Low
174_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
174_GPU,GPU,AMD Radeon AMD,Low
174_RAM,RAM,16 GB,Low
174_STORAGE,STORAGE,512.0 GB,Low
175_CPU,CPU,Intel Celeron Dual Core,Low
175_GPU,GPU,Intel Integrated UHD Graphics 600,Low
175_RAM,RAM,4 GB,Low
175_STORAGE,STORAGE,nan GB,Low
176_CPU,CPU,Intel Core i3 10th Gen,Low
176_GPU,GPU,Intel Integrated UHD,Low
176_RAM,RAM,8 GB,Low
176_STORAGE,STORAGE,1024.0 GB,Low
177_CPU,CPU,Intel Celeron Dual Core,Low
177_GPU,GPU,Intel Integrated UHD Graphics 600,Low
177_RAM,RAM,4 GB,Low
177_STORAGE,STORAGE,nan GB,Low
178_CPU,CPU,Intel Pentium Silver,Low
178_GPU,GPU,Intel Integrated Intel HD Graphics,Low
178_RAM,RAM,8 GB,Low
178_STORAGE,STORAGE,256.0 GB,Low
179_CPU,CPU,Intel Core i5 11th Gen,Medium
179_GPU,GPU,NVIDIA GeForce MX450,Medium
179_RAM,RAM,16 GB,Medium
179_STORAGE,STORAGE,512.0 GB,Medium
180_CPU,CPU,AMD Ryzen 7 Octa Core,High
180_GPU,GPU,NVIDIA GeForce RTX 3050,High
180_RAM,RAM,16 GB,High
180_STORAGE,STORAGE,1024.0 GB,High
181_CPU,CPU,Intel Core i9 12th Gen,Extreme
181_GPU,GPU,NVIDIA GeForce RTX 3080 Ti,Extreme
181_RAM,RAM,32 GB,Extreme
181_STORAGE,STORAGE,1024.0 GB,Extreme
182_CPU,CPU,AMD Ryzen 7 Octa Core,High
182_GPU,GPU,NVIDIA GeForce RTX 3050,High
182_RAM,RAM,16 GB,High
182_STORAGE,STORAGE,512.0 GB,High
183_CPU,CPU,Intel Core i7 10th Gen,High
183_GPU,GPU,Intel Integrated Iris Plus,High
183_RAM,RAM,16 GB,High
183_STORAGE,STORAGE,512.0 GB,High
184_CPU,CPU,AMD Ryzen 7 Octa Core,High
184_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
184_RAM,RAM,16 GB,High
184_STORAGE,STORAGE,512.0 GB,High
185_CPU,CPU,AMD Ryzen 7 Octa Core,High
185_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
185_RAM,RAM,16 GB,High
185_STORAGE,STORAGE,1024.0 GB,High
186_CPU,CPU,Intel Core i7 10th Gen,High
186_GPU,GPU,Intel Integrated Iris Plus,High
186_RAM,RAM,16 GB,High
186_STORAGE,STORAGE,512.0 GB,High
187_CPU,CPU,Intel Core i9 12th Gen,Extreme
187_GPU,GPU,NVIDIA GeForce RTX 3070 Ti,Extreme
187_RAM,RAM,32 GB,Extreme
187_STORAGE,STORAGE,2048.0 GB,Extreme
188_CPU,CPU,AMD Ryzen 9 Octa Core,High
188_GPU,GPU,NVIDIA GeForce RTX 3050,High
188_RAM,RAM,16 GB,High
188_STORAGE,STORAGE,1024.0 GB,High
189_CPU,CPU,AMD Ryzen 9 Octa Core,High
189_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
189_RAM,RAM,8 GB,High
189_STORAGE,STORAGE,1024.0 GB,High
190_CPU,CPU,AMD Ryzen 9 Octa Core,High
190_GPU,GPU,NVIDIA GeForce RTX 3050,High
190_RAM,RAM,8 GB,High
190_STORAGE,STORAGE,1024.0 GB,High
191_CPU,CPU,AMD Ryzen 9 Octa Core,High
191_GPU,GPU,NVIDIA GeForce RTX 3050,High
191_RAM,RAM,16 GB,High
191_STORAGE,STORAGE,1024.0 GB,High
192_CPU,CPU,Intel Core i5 11th Gen,Low
192_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
192_RAM,RAM,16 GB,Low
192_STORAGE,STORAGE,512.0 GB,Low
193_CPU,CPU,AMD Ryzen 9 Octa Core,Medium
193_GPU,GPU,AMD Radeon AMD Radeon Graphics,Medium
193_RAM,RAM,16 GB,Medium
193_STORAGE,STORAGE,1024.0 GB,Medium
194_CPU,CPU,Intel Core i5 11th Gen,Low
194_GPU,GPU,Intel Integrated Iris Xe,Low
194_RAM,RAM,8 GB,Low
194_STORAGE,STORAGE,1280.0 GB,Low
195_CPU,CPU,Intel Core i7 11th Gen,Low
195_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
195_RAM,RAM,16 GB,Low
195_STORAGE,STORAGE,1024.0 GB,Low
196_CPU,CPU,Intel Core i3 10th Gen,Low
196_GPU,GPU,Intel Integrated UHD Graphics,Low
196_RAM,RAM,8 GB,Low
196_STORAGE,STORAGE,512.0 GB,Low
197_CPU,CPU,Intel Core i5 11th Gen,Low
197_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
197_RAM,RAM,8 GB,Low
197_STORAGE,STORAGE,512.0 GB,Low
198_CPU,CPU,Intel Core i3 11th Gen,Low
198_GPU,GPU,Intel Integrated UHD Graphics,Low
198_RAM,RAM,8 GB,Low
198_STORAGE,STORAGE,256.0 GB,Low
199_CPU,CPU,AMD Ryzen 3 Dual Core,Low
199_GPU,GPU,AMD Radeon AMD,Low
199_RAM,RAM,8 GB,Low
199_STORAGE,STORAGE,1024.0 GB,Low
200_CPU,CPU,Intel Pentium Quad Core,Low
200_GPU,GPU,Intel Integrated UHD,Low
200_RAM,RAM,8 GB,Low
200_STORAGE,STORAGE,256.0 GB,Low
201_CPU,CPU,Intel Core i5 11th Gen,Low
201_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
201_RAM,RAM,16 GB,Low
201_STORAGE,STORAGE,512.0 GB,Low
202_CPU,CPU,Intel Core i7 11th Gen,Low
202_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
202_RAM,RAM,16 GB,Low
202_STORAGE,STORAGE,512.0 GB,Low
203_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
203_GPU,GPU,AMD Radeon AMD Radeon Graphics,Medium
203_RAM,RAM,16 GB,Medium
203_STORAGE,STORAGE,1024.0 GB,Medium
204_CPU,CPU,Intel Core i3 11th Gen,Low
204_GPU,GPU,Intel Integrated UHD Graphics,Low
204_RAM,RAM,8 GB,Low
204_STORAGE,STORAGE,256.0 GB,Low
205_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
205_GPU,GPU,NVIDIA GeForce GTX Nvidia,Medium
205_RAM,RAM,8 GB,Medium
205_STORAGE,STORAGE,512.0 GB,Medium
206_CPU,CPU,Intel Pentium Quad Core,Low
206_GPU,GPU,Intel Integrated UHD 605,Low
206_RAM,RAM,4 GB,Low
206_STORAGE,STORAGE,1024.0 GB,Low
207_CPU,CPU,Intel Core i3 11th Gen,Low
207_GPU,GPU,Intel Integrated UHD,Low
207_RAM,RAM,4 GB,Low
207_STORAGE,STORAGE,256.0 GB,Low
208_CPU,CPU,Intel Core i3 11th Gen,Low
208_GPU,GPU,Intel Integrated UHD Graphics,Low
208_RAM,RAM,8 GB,Low
208_STORAGE,STORAGE,512.0 GB,Low
209_CPU,CPU,Intel Core i5 11th Gen,Medium
209_GPU,GPU,NVIDIA GeForce RTX NVIDIA,Medium
209_RAM,RAM,8 GB,Medium
209_STORAGE,STORAGE,512.0 GB,Medium
210_CPU,CPU,Intel Core i5 11th Gen,Low
210_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
210_RAM,RAM,8 GB,Low
210_STORAGE,STORAGE,1024.0 GB,Low
211_CPU,CPU,AMD Dual Core,Low
211_GPU,GPU,AMD Radeon AMD,Low
211_RAM,RAM,4 GB,Low
211_STORAGE,STORAGE,256.0 GB,Low
212_CPU,CPU,Intel Core i5 11th Gen,Low
212_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
212_RAM,RAM,16 GB,Low
212_STORAGE,STORAGE,512.0 GB,Low
213_CPU,CPU,Intel Core i3 11th Gen,Low
213_GPU,GPU,Intel Integrated UHD Graphics,Low
213_RAM,RAM,8 GB,Low
213_STORAGE,STORAGE,512.0 GB,Low
214_CPU,CPU,Intel Core i5 10th Gen,Low
214_GPU,GPU,Intel Integrated UHD Graphics,Low
214_RAM,RAM,8 GB,Low
214_STORAGE,STORAGE,512.0 GB,Low
215_CPU,CPU,Intel Core i5 11th Gen,Low
215_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
215_RAM,RAM,8 GB,Low
215_STORAGE,STORAGE,512.0 GB,Low
216_CPU,CPU,Intel Core i3 11th Gen,Low
216_GPU,GPU,Intel Integrated Intel UHD Graphics for 11th Gen Intel Processors,Low
216_RAM,RAM,8 GB,Low
216_STORAGE,STORAGE,512.0 GB,Low
217_CPU,CPU,Intel Celeron Dual Core,Low
217_GPU,GPU,Intel Integrated Intel UHD Graphics 600,Low
217_RAM,RAM,4 GB,Low
217_STORAGE,STORAGE,1024.0 GB,Low
218_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
218_GPU,GPU,AMD Radeon Radeon,Medium
218_RAM,RAM,16 GB,Medium
218_STORAGE,STORAGE,1024.0 GB,Medium
219_CPU,CPU,Intel Core i5 11th Gen,Low
219_GPU,GPU,Intel Integrated Integrated Intel Iris Xe Graphics,Low
219_RAM,RAM,8 GB,Low
219_STORAGE,STORAGE,512.0 GB,Low
220_CPU,CPU,Intel Core i5 11th Gen,Medium
220_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
220_RAM,RAM,8 GB,Medium
220_STORAGE,STORAGE,512.0 GB,Medium
221_CPU,CPU,AMD Ryzen 5 Hexa Core 5th Gen,Low
221_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
221_RAM,RAM,8 GB,Low
221_STORAGE,STORAGE,256.0 GB,Low
222_CPU,CPU,Intel Core i3 11th Gen,Low
222_GPU,GPU,Intel Integrated UHD,Low
222_RAM,RAM,8 GB,Low
222_STORAGE,STORAGE,256.0 GB,Low
223_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
223_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
223_RAM,RAM,16 GB,Extreme
223_STORAGE,STORAGE,512.0 GB,Extreme
224_CPU,CPU,Intel Core i5 11th Gen,High
224_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
224_RAM,RAM,16 GB,High
224_STORAGE,STORAGE,512.0 GB,High
225_CPU,CPU,Intel Core i7 11th Gen,High
225_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
225_RAM,RAM,16 GB,High
225_STORAGE,STORAGE,512.0 GB,High
226_CPU,CPU,Intel Core i7 11th Gen,Medium
226_GPU,GPU,NVIDIA GeForce RTX 3050Ti,Medium
226_RAM,RAM,16 GB,Medium
226_STORAGE,STORAGE,512.0 GB,Medium
227_CPU,CPU,Intel Core i7 11th Gen,High
227_GPU,GPU,NVIDIA GeForce RTX 3050Ti,High
227_RAM,RAM,16 GB,High
227_STORAGE,STORAGE,512.0 GB,High
228_CPU,CPU,AMD Ryzen 7 Octa Core 5th Gen,Low
228_GPU,GPU,AMD Radeon AMD Radeon,Low
228_RAM,RAM,8 GB,Low
228_STORAGE,STORAGE,512.0 GB,Low
229_CPU,CPU,Intel Core i3 11th Gen,Low
229_GPU,GPU,Intel Integrated,Low
229_RAM,RAM,8 GB,Low
229_STORAGE,STORAGE,512.0 GB,Low
230_CPU,CPU,Intel Core i5 11th Gen,Low
230_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
230_RAM,RAM,8 GB,Low
230_STORAGE,STORAGE,512.0 GB,Low
231_CPU,CPU,Intel Core i5 11th Gen,Low
231_GPU,GPU,Intel Integrated Intel Iris,Low
231_RAM,RAM,8 GB,Low
231_STORAGE,STORAGE,512.0 GB,Low
232_CPU,CPU,Intel Core i5 11th Gen,Low
232_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
232_RAM,RAM,8 GB,Low
232_STORAGE,STORAGE,1024.0 GB,Low
233_CPU,CPU,AMD Ryzen 3 Dual Core,Low
233_GPU,GPU,AMD Radeon AMD,Low
233_RAM,RAM,8 GB,Low
233_STORAGE,STORAGE,512.0 GB,Low
234_CPU,CPU,Intel Core i3 11th Gen,Low
234_GPU,GPU,Intel Integrated UHD Graphics,Low
234_RAM,RAM,8 GB,Low
234_STORAGE,STORAGE,512.0 GB,Low
235_CPU,CPU,AMD Ryzen 3 Dual Core,Low
235_GPU,GPU,Intel Integrated AMD Radeon Graphics,Low
235_RAM,RAM,4 GB,Low
235_STORAGE,STORAGE,512.0 GB,Low
236_CPU,CPU,Intel Core i3 11th Gen,Low
236_GPU,GPU,Intel Integrated UHD,Low
236_RAM,RAM,8 GB,Low
236_STORAGE,STORAGE,512.0 GB,Low
237_CPU,CPU,Intel Core i5 11th Gen,Low
237_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
237_RAM,RAM,16 GB,Low
237_STORAGE,STORAGE,512.0 GB,Low
238_CPU,CPU,Intel Core i3 10th Gen,Low
238_GPU,GPU,NA UHD GRAPHIC,Low
238_RAM,RAM,8 GB,Low
238_STORAGE,STORAGE,1024.0 GB,Low
239_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
239_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
239_RAM,RAM,16 GB,Low
239_STORAGE,STORAGE,512.0 GB,Low
240_CPU,CPU,Intel Core i3 11th Gen,Low
240_GPU,GPU,Intel Integrated UHD,Low
240_RAM,RAM,8 GB,Low
240_STORAGE,STORAGE,512.0 GB,Low
241_CPU,CPU,Intel Pentium Quad Core,Low
241_GPU,GPU,Intel Integrated UHD,Low
241_RAM,RAM,4 GB,Low
241_STORAGE,STORAGE,nan GB,Low
242_CPU,CPU,Intel Pentium Quad Core,Low
242_GPU,GPU,Intel Integrated UHD,Low
242_RAM,RAM,8 GB,Low
242_STORAGE,STORAGE,256.0 GB,Low
243_CPU,CPU,Intel Core i7 11th Gen,Low
243_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
243_RAM,RAM,16 GB,Low
243_STORAGE,STORAGE,512.0 GB,Low
244_CPU,CPU,Intel Core i7 11th Gen,Medium
244_GPU,GPU,NVIDIA GeForce MX450,Medium
244_RAM,RAM,16 GB,Medium
244_STORAGE,STORAGE,1024.0 GB,Medium
245_CPU,CPU,Intel Core i5 11th Gen,Low
245_GPU,GPU,Intel Integrated Iris Xe,Low
245_RAM,RAM,8 GB,Low
245_STORAGE,STORAGE,512.0 GB,Low
246_CPU,CPU,Intel Core i3 11th Gen,Low
246_GPU,GPU,Intel Integrated UHD,Low
246_RAM,RAM,8 GB,Low
246_STORAGE,STORAGE,512.0 GB,Low
247_CPU,CPU,Intel Core i5 11th Gen,Low
247_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
247_RAM,RAM,16 GB,Low
247_STORAGE,STORAGE,512.0 GB,Low
248_CPU,CPU,Intel Core i3 11th Gen,Low
248_GPU,GPU,Intel Integrated UHD,Low
248_RAM,RAM,8 GB,Low
248_STORAGE,STORAGE,512.0 GB,Low
249_CPU,CPU,Intel Pentium Silver,Low
249_GPU,GPU,Intel Integrated UHD Graphics 600,Low
249_RAM,RAM,4 GB,Low
249_STORAGE,STORAGE,256.0 GB,Low
250_CPU,CPU,Intel Core i5 11th Gen,Medium
250_GPU,GPU,NVIDIA GeForce MX450,Medium
250_RAM,RAM,16 GB,Medium
250_STORAGE,STORAGE,512.0 GB,Medium
251_CPU,CPU,Intel Core i5 11th Gen,Low
251_GPU,GPU,Intel Integrated Iris Xe,Low
251_RAM,RAM,8 GB,Low
251_STORAGE,STORAGE,512.0 GB,Low
252_CPU,CPU,Intel Core i5 11th Gen,Medium
252_GPU,GPU,NVIDIA GeForce MX350,Medium
252_RAM,RAM,16 GB,Medium
252_STORAGE,STORAGE,512.0 GB,Medium
253_CPU,CPU,Intel Core i5 10th Gen,Medium
253_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
253_RAM,RAM,16 GB,Medium
253_STORAGE,STORAGE,512.0 GB,Medium
254_CPU,CPU,Intel Core i5 11th Gen,Low
254_GPU,GPU,Intel Integrated,Low
254_RAM,RAM,16 GB,Low
254_STORAGE,STORAGE,512.0 GB,Low
255_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
255_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
255_RAM,RAM,8 GB,Low
255_STORAGE,STORAGE,512.0 GB,Low
256_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
256_GPU,GPU,AMD Radeon AMD,Low
256_RAM,RAM,8 GB,Low
256_STORAGE,STORAGE,512.0 GB,Low
257_CPU,CPU,Intel Core i3 11th Gen,Low
257_GPU,GPU,Intel Integrated UHD,Low
257_RAM,RAM,8 GB,Low
257_STORAGE,STORAGE,512.0 GB,Low
258_CPU,CPU,Intel Core i5 11th Gen,Low
258_GPU,GPU,Intel Integrated,Low
258_RAM,RAM,8 GB,Low
258_STORAGE,STORAGE,512.0 GB,Low
259_CPU,CPU,AMD Ryzen 7 Octa Core,High
259_GPU,GPU,NVIDIA GeForce GTX 1650,High
259_RAM,RAM,16 GB,High
259_STORAGE,STORAGE,512.0 GB,High
260_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
260_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
260_RAM,RAM,16 GB,Medium
260_STORAGE,STORAGE,512.0 GB,Medium
261_CPU,CPU,Intel Core i5 11th Gen,Low
261_GPU,GPU,Intel Integrated Iris Xe,Low
261_RAM,RAM,16 GB,Low
261_STORAGE,STORAGE,512.0 GB,Low
262_CPU,CPU,Intel Core i3 10th Gen,Low
262_GPU,GPU,Intel Integrated HD,Low
262_RAM,RAM,8 GB,Low
262_STORAGE,STORAGE,1280.0 GB,Low
263_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
263_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,Medium
263_RAM,RAM,16 GB,Medium
263_STORAGE,STORAGE,1024.0 GB,Medium
264_CPU,CPU,Intel Core i5 11th Gen,Low
264_GPU,GPU,Intel Integrated Intel Iris Xe Graphics,Low
264_RAM,RAM,8 GB,Low
264_STORAGE,STORAGE,512.0 GB,Low
265_CPU,CPU,Intel Core i3 10th Gen,Low
265_GPU,GPU,Intel Integrated UHD Graphics,Low
265_RAM,RAM,8 GB,Low
265_STORAGE,STORAGE,nan GB,Low
266_CPU,CPU,Intel Core i5 11th Gen,Low
266_GPU,GPU,NVIDIA GeForce MX330,Low
266_RAM,RAM,8 GB,Low
266_STORAGE,STORAGE,512.0 GB,Low
267_CPU,CPU,Intel Core i9 11th Gen,Extreme
267_GPU,GPU,NVIDIA GeForce RTX RTX 3060,Extreme
267_RAM,RAM,16 GB,Extreme
267_STORAGE,STORAGE,1024.0 GB,Extreme
268_CPU,CPU,Intel Core i9 11th Gen,Extreme
268_GPU,GPU,NVIDIA GeForce RTX 3070,Extreme
268_RAM,RAM,32 GB,Extreme
268_STORAGE,STORAGE,1024.0 GB,Extreme
269_CPU,CPU,Intel Pentium Quad Core 11th Gen,Low
269_GPU,GPU,Intel Integrated INTEL,Low
269_RAM,RAM,4 GB,Low
269_STORAGE,STORAGE,256.0 GB,Low
270_CPU,CPU,Intel Core i3 10th Gen,Low
270_GPU,GPU,Intel Integrated,Low
270_RAM,RAM,4 GB,Low
270_STORAGE,STORAGE,256.0 GB,Low
271_CPU,CPU,Intel Core i3 11th Gen,Low
271_GPU,GPU,Intel Integrated INTEL,Low
271_RAM,RAM,16 GB,Low
271_STORAGE,STORAGE,1280.0 GB,Low
272_CPU,CPU,Intel Core i3 11th Gen,Low
272_GPU,GPU,NA intel hd,Low
272_RAM,RAM,8 GB,Low
272_STORAGE,STORAGE,256.0 GB,Low
273_CPU,CPU,AMD Ryzen 7 Octa Core,High
273_GPU,GPU,NVIDIA GeForce RTX 3050,High
273_RAM,RAM,16 GB,High
273_STORAGE,STORAGE,512.0 GB,High
274_CPU,CPU,Intel Core i5 11th Gen,Low
274_GPU,GPU,Intel Integrated Iris Xe Graphics,Low
274_RAM,RAM,8 GB,Low
274_STORAGE,STORAGE,512.0 GB,Low
275_CPU,CPU,Intel Celeron Dual Core,Low
275_GPU,GPU,Intel Integrated UHD Graphics,Low
275_RAM,RAM,8 GB,Low
275_STORAGE,STORAGE,256.0 GB,Low
276_CPU,CPU,AMD Ryzen 3 Quad Core,Low
276_GPU,GPU,AMD Radeon Radeon Graphics,Low
276_RAM,RAM,8 GB,Low
276_STORAGE,STORAGE,512.0 GB,Low
277_CPU,CPU,Intel Core i5 11th Gen,Low
277_GPU,GPU,NVIDIA GeForce MX330,Low
277_RAM,RAM,8 GB,Low
277_STORAGE,STORAGE,512.0 GB,Low
278_CPU,CPU,AMD Ryzen 5 Quad Core,Low
278_GPU,GPU,AMD Radeon AMD,Low
278_RAM,RAM,8 GB,Low
278_STORAGE,STORAGE,256.0 GB,Low
279_CPU,CPU,Intel Core i5 11th Gen,Low
279_GPU,GPU,Intel Integrated Iris Xe,Low
279_RAM,RAM,16 GB,Low
279_STORAGE,STORAGE,512.0 GB,Low
280_CPU,CPU,Intel Core i7 12th Gen,High
