from_id,from_label,to_id,to_label,type
191,Laptop,ASUS,Brand,BELONGS_TO
191,Laptop,GRAPHISME,Usage,SUITABLE_FOR
191,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
191,Laptop,191_CPU,Component,HAS_COMPONENT
191,Laptop,191_GPU,Component,HAS_COMPONENT
191,Laptop,191_RAM,Component,HAS_COMPONENT
191,Laptop,191_STORAGE,Component,HAS_COMPONENT
192,Laptop,ASUS,Brand,BELONGS_TO
192,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
192,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
192,Laptop,192_CPU,Component,HAS_COMPONENT
192,Laptop,192_GPU,Component,HAS_COMPONENT
192,Laptop,192_RAM,Component,HAS_COMPONENT
192,Laptop,192_STORAGE,Component,HAS_COMPONENT
193,Laptop,ASUS,Brand,BELONGS_TO
193,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
193,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
193,Laptop,193_CPU,Component,HAS_COMPONENT
193,Laptop,193_GPU,Component,HAS_COMPONENT
193,Laptop,193_RAM,Component,HAS_COMPONENT
193,Laptop,193_STORAGE,Component,HAS_COMPONENT
194,Laptop,ASUS,Brand,BELONGS_TO
194,Laptop,ETUDES,Usage,SUITABLE_FOR
194,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
194,Laptop,194_CPU,Component,HAS_COMPONENT
194,Laptop,194_GPU,Component,HAS_COMPONENT
194,Laptop,194_RAM,Component,HAS_COMPONENT
194,Laptop,194_STORAGE,Component,HAS_COMPONENT
195,Laptop,ASUS,Brand,BELONGS_TO
195,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
195,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
195,Laptop,195_CPU,Component,HAS_COMPONENT
195,Laptop,195_GPU,Component,HAS_COMPONENT
195,Laptop,195_RAM,Component,HAS_COMPONENT
195,Laptop,195_STORAGE,Component,HAS_COMPONENT
196,Laptop,DELL,Brand,BELONGS_TO
196,Laptop,ETUDES,Usage,SUITABLE_FOR
196,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
196,Laptop,196_CPU,Component,HAS_COMPONENT
196,Laptop,196_GPU,Component,HAS_COMPONENT
196,Laptop,196_RAM,Component,HAS_COMPONENT
196,Laptop,196_STORAGE,Component,HAS_COMPONENT
197,Laptop,ASUS,Brand,BELONGS_TO
197,Laptop,ETUDES,Usage,SUITABLE_FOR
197,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
197,Laptop,197_CPU,Component,HAS_COMPONENT
197,Laptop,197_GPU,Component,HAS_COMPONENT
197,Laptop,197_RAM,Component,HAS_COMPONENT
197,Laptop,197_STORAGE,Component,HAS_COMPONENT
198,Laptop,ASUS,Brand,BELONGS_TO
198,Laptop,ETUDES,Usage,SUITABLE_FOR
198,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
198,Laptop,198_CPU,Component,HAS_COMPONENT
198,Laptop,198_GPU,Component,HAS_COMPONENT
198,Laptop,198_RAM,Component,HAS_COMPONENT
198,Laptop,198_STORAGE,Component,HAS_COMPONENT
199,Laptop,DELL,Brand,BELONGS_TO
199,Laptop,ETUDES,Usage,SUITABLE_FOR
199,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
199,Laptop,199_CPU,Component,HAS_COMPONENT
199,Laptop,199_GPU,Component,HAS_COMPONENT
199,Laptop,199_RAM,Component,HAS_COMPONENT
199,Laptop,199_STORAGE,Component,HAS_COMPONENT
200,Laptop,HP,Brand,BELONGS_TO
200,Laptop,ETUDES,Usage,SUITABLE_FOR
200,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
200,Laptop,200_CPU,Component,HAS_COMPONENT
200,Laptop,200_GPU,Component,HAS_COMPONENT
200,Laptop,200_RAM,Component,HAS_COMPONENT
200,Laptop,200_STORAGE,Component,HAS_COMPONENT
201,Laptop,ASUS,Brand,BELONGS_TO
201,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
201,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
201,Laptop,201_CPU,Component,HAS_COMPONENT
201,Laptop,201_GPU,Component,HAS_COMPONENT
201,Laptop,201_RAM,Component,HAS_COMPONENT
201,Laptop,201_STORAGE,Component,HAS_COMPONENT
202,Laptop,ASUS,Brand,BELONGS_TO
202,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
202,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
202,Laptop,202_CPU,Component,HAS_COMPONENT
202,Laptop,202_GPU,Component,HAS_COMPONENT
202,Laptop,202_RAM,Component,HAS_COMPONENT
202,Laptop,202_STORAGE,Component,HAS_COMPONENT
203,Laptop,ASUS,Brand,BELONGS_TO
203,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
203,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
203,Laptop,203_CPU,Component,HAS_COMPONENT
203,Laptop,203_GPU,Component,HAS_COMPONENT
203,Laptop,203_RAM,Component,HAS_COMPONENT
203,Laptop,203_STORAGE,Component,HAS_COMPONENT
204,Laptop,DELL,Brand,BELONGS_TO
204,Laptop,ETUDES,Usage,SUITABLE_FOR
204,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
204,Laptop,204_CPU,Component,HAS_COMPONENT
204,Laptop,204_GPU,Component,HAS_COMPONENT
204,Laptop,204_RAM,Component,HAS_COMPONENT
204,Laptop,204_STORAGE,Component,HAS_COMPONENT
205,Laptop,HP,Brand,BELONGS_TO
205,Laptop,GAMING,Usage,SUITABLE_FOR
205,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
205,Laptop,205_CPU,Component,HAS_COMPONENT
205,Laptop,205_GPU,Component,HAS_COMPONENT
205,Laptop,205_RAM,Component,HAS_COMPONENT
205,Laptop,205_STORAGE,Component,HAS_COMPONENT
206,Laptop,ACER,Brand,BELONGS_TO
206,Laptop,ETUDES,Usage,SUITABLE_FOR
206,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
206,Laptop,206_CPU,Component,HAS_COMPONENT
206,Laptop,206_GPU,Component,HAS_COMPONENT
206,Laptop,206_RAM,Component,HAS_COMPONENT
206,Laptop,206_STORAGE,Component,HAS_COMPONENT
207,Laptop,ACER,Brand,BELONGS_TO
207,Laptop,ETUDES,Usage,SUITABLE_FOR
207,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
207,Laptop,207_CPU,Component,HAS_COMPONENT
207,Laptop,207_GPU,Component,HAS_COMPONENT
207,Laptop,207_RAM,Component,HAS_COMPONENT
207,Laptop,207_STORAGE,Component,HAS_COMPONENT
208,Laptop,ACER,Brand,BELONGS_TO
208,Laptop,ETUDES,Usage,SUITABLE_FOR
208,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
208,Laptop,208_CPU,Component,HAS_COMPONENT
208,Laptop,208_GPU,Component,HAS_COMPONENT
208,Laptop,208_RAM,Component,HAS_COMPONENT
208,Laptop,208_STORAGE,Component,HAS_COMPONENT
209,Laptop,HP,Brand,BELONGS_TO
209,Laptop,GAMING,Usage,SUITABLE_FOR
209,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
209,Laptop,209_CPU,Component,HAS_COMPONENT
209,Laptop,209_GPU,Component,HAS_COMPONENT
209,Laptop,209_RAM,Component,HAS_COMPONENT
209,Laptop,209_STORAGE,Component,HAS_COMPONENT
210,Laptop,ACER,Brand,BELONGS_TO
210,Laptop,ETUDES,Usage,SUITABLE_FOR
210,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
210,Laptop,210_CPU,Component,HAS_COMPONENT
210,Laptop,210_GPU,Component,HAS_COMPONENT
210,Laptop,210_RAM,Component,HAS_COMPONENT
210,Laptop,210_STORAGE,Component,HAS_COMPONENT
211,Laptop,ACER,Brand,BELONGS_TO
211,Laptop,ETUDES,Usage,SUITABLE_FOR
211,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
211,Laptop,211_CPU,Component,HAS_COMPONENT
211,Laptop,211_GPU,Component,HAS_COMPONENT
211,Laptop,211_RAM,Component,HAS_COMPONENT
211,Laptop,211_STORAGE,Component,HAS_COMPONENT
212,Laptop,LENOVO,Brand,BELONGS_TO
212,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
212,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
212,Laptop,212_CPU,Component,HAS_COMPONENT
212,Laptop,212_GPU,Component,HAS_COMPONENT
212,Laptop,212_RAM,Component,HAS_COMPONENT
212,Laptop,212_STORAGE,Component,HAS_COMPONENT
213,Laptop,LENOVO,Brand,BELONGS_TO
213,Laptop,ETUDES,Usage,SUITABLE_FOR
213,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
213,Laptop,213_CPU,Component,HAS_COMPONENT
213,Laptop,213_GPU,Component,HAS_COMPONENT
213,Laptop,213_RAM,Component,HAS_COMPONENT
213,Laptop,213_STORAGE,Component,HAS_COMPONENT
214,Laptop,LENOVO,Brand,BELONGS_TO
214,Laptop,ETUDES,Usage,SUITABLE_FOR
214,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
214,Laptop,214_CPU,Component,HAS_COMPONENT
214,Laptop,214_GPU,Component,HAS_COMPONENT
214,Laptop,214_RAM,Component,HAS_COMPONENT
214,Laptop,214_STORAGE,Component,HAS_COMPONENT
215,Laptop,LENOVO,Brand,BELONGS_TO
215,Laptop,ETUDES,Usage,SUITABLE_FOR
215,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
215,Laptop,215_CPU,Component,HAS_COMPONENT
215,Laptop,215_GPU,Component,HAS_COMPONENT
215,Laptop,215_RAM,Component,HAS_COMPONENT
215,Laptop,215_STORAGE,Component,HAS_COMPONENT
216,Laptop,ASUS,Brand,BELONGS_TO
216,Laptop,ETUDES,Usage,SUITABLE_FOR
216,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
216,Laptop,216_CPU,Component,HAS_COMPONENT
216,Laptop,216_GPU,Component,HAS_COMPONENT
216,Laptop,216_RAM,Component,HAS_COMPONENT
216,Laptop,216_STORAGE,Component,HAS_COMPONENT
217,Laptop,ASUS,Brand,BELONGS_TO
217,Laptop,ETUDES,Usage,SUITABLE_FOR
217,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
217,Laptop,217_CPU,Component,HAS_COMPONENT
217,Laptop,217_GPU,Component,HAS_COMPONENT
217,Laptop,217_RAM,Component,HAS_COMPONENT
217,Laptop,217_STORAGE,Component,HAS_COMPONENT
218,Laptop,LENOVO,Brand,BELONGS_TO
218,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
218,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
218,Laptop,218_CPU,Component,HAS_COMPONENT
218,Laptop,218_GPU,Component,HAS_COMPONENT
218,Laptop,218_RAM,Component,HAS_COMPONENT
218,Laptop,218_STORAGE,Component,HAS_COMPONENT
219,Laptop,LENOVO,Brand,BELONGS_TO
219,Laptop,ETUDES,Usage,SUITABLE_FOR
219,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
219,Laptop,219_CPU,Component,HAS_COMPONENT
219,Laptop,219_GPU,Component,HAS_COMPONENT
219,Laptop,219_RAM,Component,HAS_COMPONENT
219,Laptop,219_STORAGE,Component,HAS_COMPONENT
220,Laptop,MSI,Brand,BELONGS_TO
220,Laptop,GAMING,Usage,SUITABLE_FOR
220,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
220,Laptop,220_CPU,Component,HAS_COMPONENT
220,Laptop,220_GPU,Component,HAS_COMPONENT
220,Laptop,220_RAM,Component,HAS_COMPONENT
220,Laptop,220_STORAGE,Component,HAS_COMPONENT
221,Laptop,MSI,Brand,BELONGS_TO
221,Laptop,ETUDES,Usage,SUITABLE_FOR
221,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
221,Laptop,221_CPU,Component,HAS_COMPONENT
221,Laptop,221_GPU,Component,HAS_COMPONENT
221,Laptop,221_RAM,Component,HAS_COMPONENT
221,Laptop,221_STORAGE,Component,HAS_COMPONENT
222,Laptop,HP,Brand,BELONGS_TO
222,Laptop,ETUDES,Usage,SUITABLE_FOR
222,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
222,Laptop,222_CPU,Component,HAS_COMPONENT
222,Laptop,222_GPU,Component,HAS_COMPONENT
222,Laptop,222_RAM,Component,HAS_COMPONENT
222,Laptop,222_STORAGE,Component,HAS_COMPONENT
223,Laptop,DELL,Brand,BELONGS_TO
223,Laptop,GAMING,Usage,SUITABLE_FOR
223,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
223,Laptop,223_CPU,Component,HAS_COMPONENT
223,Laptop,223_GPU,Component,HAS_COMPONENT
223,Laptop,223_RAM,Component,HAS_COMPONENT
223,Laptop,223_STORAGE,Component,HAS_COMPONENT
224,Laptop,DELL,Brand,BELONGS_TO
224,Laptop,GAMING,Usage,SUITABLE_FOR
224,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
224,Laptop,224_CPU,Component,HAS_COMPONENT
224,Laptop,224_GPU,Component,HAS_COMPONENT
224,Laptop,224_RAM,Component,HAS_COMPONENT
224,Laptop,224_STORAGE,Component,HAS_COMPONENT
225,Laptop,DELL,Brand,BELONGS_TO
225,Laptop,GAMING,Usage,SUITABLE_FOR
225,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
225,Laptop,225_CPU,Component,HAS_COMPONENT
225,Laptop,225_GPU,Component,HAS_COMPONENT
225,Laptop,225_RAM,Component,HAS_COMPONENT
225,Laptop,225_STORAGE,Component,HAS_COMPONENT
226,Laptop,MSI,Brand,BELONGS_TO
226,Laptop,GAMING,Usage,SUITABLE_FOR
226,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
226,Laptop,226_CPU,Component,HAS_COMPONENT
226,Laptop,226_GPU,Component,HAS_COMPONENT
226,Laptop,226_RAM,Component,HAS_COMPONENT
226,Laptop,226_STORAGE,Component,HAS_COMPONENT
227,Laptop,DELL,Brand,BELONGS_TO
227,Laptop,GAMING,Usage,SUITABLE_FOR
227,Laptop,eco_C,Eco_Class,HAS_ECO_CLASS
227,Laptop,227_CPU,Component,HAS_COMPONENT
227,Laptop,227_GPU,Component,HAS_COMPONENT
227,Laptop,227_RAM,Component,HAS_COMPONENT
227,Laptop,227_STORAGE,Component,HAS_COMPONENT
228,Laptop,MSI,Brand,BELONGS_TO
228,Laptop,ETUDES,Usage,SUITABLE_FOR
228,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
228,Laptop,228_CPU,Component,HAS_COMPONENT
228,Laptop,228_GPU,Component,HAS_COMPONENT
228,Laptop,228_RAM,Component,HAS_COMPONENT
228,Laptop,228_STORAGE,Component,HAS_COMPONENT
229,Laptop,HP,Brand,BELONGS_TO
229,Laptop,ETUDES,Usage,SUITABLE_FOR
229,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
229,Laptop,229_CPU,Component,HAS_COMPONENT
229,Laptop,229_GPU,Component,HAS_COMPONENT
229,Laptop,229_RAM,Component,HAS_COMPONENT
229,Laptop,229_STORAGE,Component,HAS_COMPONENT
230,Laptop,HP,Brand,BELONGS_TO
230,Laptop,ETUDES,Usage,SUITABLE_FOR
230,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
230,Laptop,230_CPU,Component,HAS_COMPONENT
230,Laptop,230_GPU,Component,HAS_COMPONENT
230,Laptop,230_RAM,Component,HAS_COMPONENT
230,Laptop,230_STORAGE,Component,HAS_COMPONENT
231,Laptop,HP,Brand,BELONGS_TO
231,Laptop,ETUDES,Usage,SUITABLE_FOR
231,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
231,Laptop,231_CPU,Component,HAS_COMPONENT
231,Laptop,231_GPU,Component,HAS_COMPONENT
231,Laptop,231_RAM,Component,HAS_COMPONENT
231,Laptop,231_STORAGE,Component,HAS_COMPONENT
232,Laptop,ACER,Brand,BELONGS_TO
232,Laptop,ETUDES,Usage,SUITABLE_FOR
232,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
232,Laptop,232_CPU,Component,HAS_COMPONENT
232,Laptop,232_GPU,Component,HAS_COMPONENT
232,Laptop,232_RAM,Component,HAS_COMPONENT
232,Laptop,232_STORAGE,Component,HAS_COMPONENT
233,Laptop,ACER,Brand,BELONGS_TO
233,Laptop,ETUDES,Usage,SUITABLE_FOR
233,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
233,Laptop,233_CPU,Component,HAS_COMPONENT
233,Laptop,233_GPU,Component,HAS_COMPONENT
233,Laptop,233_RAM,Component,HAS_COMPONENT
233,Laptop,233_STORAGE,Component,HAS_COMPONENT
234,Laptop,HP,Brand,BELONGS_TO
234,Laptop,ETUDES,Usage,SUITABLE_FOR
234,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
234,Laptop,234_CPU,Component,HAS_COMPONENT
234,Laptop,234_GPU,Component,HAS_COMPONENT
234,Laptop,234_RAM,Component,HAS_COMPONENT
234,Laptop,234_STORAGE,Component,HAS_COMPONENT
235,Laptop,ACER,Brand,BELONGS_TO
235,Laptop,ETUDES,Usage,SUITABLE_FOR
235,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
235,Laptop,235_CPU,Component,HAS_COMPONENT
235,Laptop,235_GPU,Component,HAS_COMPONENT
235,Laptop,235_RAM,Component,HAS_COMPONENT
235,Laptop,235_STORAGE,Component,HAS_COMPONENT
236,Laptop,ASUS,Brand,BELONGS_TO
236,Laptop,ETUDES,Usage,SUITABLE_FOR
236,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
236,Laptop,236_CPU,Component,HAS_COMPONENT
236,Laptop,236_GPU,Component,HAS_COMPONENT
236,Laptop,236_RAM,Component,HAS_COMPONENT
236,Laptop,236_STORAGE,Component,HAS_COMPONENT
237,Laptop,ASUS,Brand,BELONGS_TO
237,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
237,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
237,Laptop,237_CPU,Component,HAS_COMPONENT
237,Laptop,237_GPU,Component,HAS_COMPONENT
237,Laptop,237_RAM,Component,HAS_COMPONENT
237,Laptop,237_STORAGE,Component,HAS_COMPONENT
238,Laptop,LENOVO,Brand,BELONGS_TO
238,Laptop,ETUDES,Usage,SUITABLE_FOR
238,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
238,Laptop,238_CPU,Component,HAS_COMPONENT
238,Laptop,238_GPU,Component,HAS_COMPONENT
238,Laptop,238_RAM,Component,HAS_COMPONENT
238,Laptop,238_STORAGE,Component,HAS_COMPONENT
239,Laptop,ASUS,Brand,BELONGS_TO
239,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
239,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
239,Laptop,239_CPU,Component,HAS_COMPONENT
239,Laptop,239_GPU,Component,HAS_COMPONENT
239,Laptop,239_RAM,Component,HAS_COMPONENT
239,Laptop,239_STORAGE,Component,HAS_COMPONENT
240,Laptop,ASUS,Brand,BELONGS_TO
240,Laptop,ETUDES,Usage,SUITABLE_FOR
240,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
240,Laptop,240_CPU,Component,HAS_COMPONENT
240,Laptop,240_GPU,Component,HAS_COMPONENT
240,Laptop,240_RAM,Component,HAS_COMPONENT
240,Laptop,240_STORAGE,Component,HAS_COMPONENT
241,Laptop,ASUS,Brand,BELONGS_TO
241,Laptop,ETUDES,Usage,SUITABLE_FOR
241,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
241,Laptop,241_CPU,Component,HAS_COMPONENT
241,Laptop,241_GPU,Component,HAS_COMPONENT
241,Laptop,241_RAM,Component,HAS_COMPONENT
241,Laptop,241_STORAGE,Component,HAS_COMPONENT
242,Laptop,ASUS,Brand,BELONGS_TO
242,Laptop,ETUDES,Usage,SUITABLE_FOR
242,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
242,Laptop,242_CPU,Component,HAS_COMPONENT
242,Laptop,242_GPU,Component,HAS_COMPONENT
242,Laptop,242_RAM,Component,HAS_COMPONENT
242,Laptop,242_STORAGE,Component,HAS_COMPONENT
243,Laptop,ASUS,Brand,BELONGS_TO
243,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
243,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
243,Laptop,243_CPU,Component,HAS_COMPONENT
243,Laptop,243_GPU,Component,HAS_COMPONENT
243,Laptop,243_RAM,Component,HAS_COMPONENT
243,Laptop,243_STORAGE,Component,HAS_COMPONENT
244,Laptop,ASUS,Brand,BELONGS_TO
244,Laptop,GAMING,Usage,SUITABLE_FOR
244,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
244,Laptop,244_CPU,Component,HAS_COMPONENT
244,Laptop,244_GPU,Component,HAS_COMPONENT
244,Laptop,244_RAM,Component,HAS_COMPONENT
244,Laptop,244_STORAGE,Component,HAS_COMPONENT
245,Laptop,ASUS,Brand,BELONGS_TO
245,Laptop,ETUDES,Usage,SUITABLE_FOR
245,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
245,Laptop,245_CPU,Component,HAS_COMPONENT
245,Laptop,245_GPU,Component,HAS_COMPONENT
245,Laptop,245_RAM,Component,HAS_COMPONENT
245,Laptop,245_STORAGE,Component,HAS_COMPONENT
246,Laptop,ASUS,Brand,BELONGS_TO
246,Laptop,ETUDES,Usage,SUITABLE_FOR
246,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
246,Laptop,246_CPU,Component,HAS_COMPONENT
246,Laptop,246_GPU,Component,HAS_COMPONENT
246,Laptop,246_RAM,Component,HAS_COMPONENT
246,Laptop,246_STORAGE,Component,HAS_COMPONENT
247,Laptop,ASUS,Brand,BELONGS_TO
247,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
247,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
247,Laptop,247_CPU,Component,HAS_COMPONENT
247,Laptop,247_GPU,Component,HAS_COMPONENT
247,Laptop,247_RAM,Component,HAS_COMPONENT
247,Laptop,247_STORAGE,Component,HAS_COMPONENT
248,Laptop,ASUS,Brand,BELONGS_TO
248,Laptop,ETUDES,Usage,SUITABLE_FOR
248,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
248,Laptop,248_CPU,Component,HAS_COMPONENT
248,Laptop,248_GPU,Component,HAS_COMPONENT
248,Laptop,248_RAM,Component,HAS_COMPONENT
248,Laptop,248_STORAGE,Component,HAS_COMPONENT
249,Laptop,ASUS,Brand,BELONGS_TO
249,Laptop,ETUDES,Usage,SUITABLE_FOR
249,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
249,Laptop,249_CPU,Component,HAS_COMPONENT
249,Laptop,249_GPU,Component,HAS_COMPONENT
249,Laptop,249_RAM,Component,HAS_COMPONENT
249,Laptop,249_STORAGE,Component,HAS_COMPONENT
250,Laptop,ASUS,Brand,BELONGS_TO
250,Laptop,GAMING,Usage,SUITABLE_FOR
250,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
250,Laptop,250_CPU,Component,HAS_COMPONENT
250,Laptop,250_GPU,Component,HAS_COMPONENT
250,Laptop,250_RAM,Component,HAS_COMPONENT
250,Laptop,250_STORAGE,Component,HAS_COMPONENT
251,Laptop,ASUS,Brand,BELONGS_TO
251,Laptop,ETUDES,Usage,SUITABLE_FOR
251,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
251,Laptop,251_CPU,Component,HAS_COMPONENT
251,Laptop,251_GPU,Component,HAS_COMPONENT
251,Laptop,251_RAM,Component,HAS_COMPONENT
251,Laptop,251_STORAGE,Component,HAS_COMPONENT
252,Laptop,DELL,Brand,BELONGS_TO
252,Laptop,GAMING,Usage,SUITABLE_FOR
252,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
252,Laptop,252_CPU,Component,HAS_COMPONENT
252,Laptop,252_GPU,Component,HAS_COMPONENT
252,Laptop,252_RAM,Component,HAS_COMPONENT
252,Laptop,252_STORAGE,Component,HAS_COMPONENT
253,Laptop,DELL,Brand,BELONGS_TO
253,Laptop,GAMING,Usage,SUITABLE_FOR
253,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
253,Laptop,253_CPU,Component,HAS_COMPONENT
253,Laptop,253_GPU,Component,HAS_COMPONENT
253,Laptop,253_RAM,Component,HAS_COMPONENT
253,Laptop,253_STORAGE,Component,HAS_COMPONENT
254,Laptop,LENOVO,Brand,BELONGS_TO
254,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
254,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
254,Laptop,254_CPU,Component,HAS_COMPONENT
254,Laptop,254_GPU,Component,HAS_COMPONENT
254,Laptop,254_RAM,Component,HAS_COMPONENT
254,Laptop,254_STORAGE,Component,HAS_COMPONENT
255,Laptop,HP,Brand,BELONGS_TO
255,Laptop,ETUDES,Usage,SUITABLE_FOR
255,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
255,Laptop,255_CPU,Component,HAS_COMPONENT
255,Laptop,255_GPU,Component,HAS_COMPONENT
255,Laptop,255_RAM,Component,HAS_COMPONENT
255,Laptop,255_STORAGE,Component,HAS_COMPONENT
256,Laptop,HP,Brand,BELONGS_TO
256,Laptop,ETUDES,Usage,SUITABLE_FOR
256,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
256,Laptop,256_CPU,Component,HAS_COMPONENT
256,Laptop,256_GPU,Component,HAS_COMPONENT
256,Laptop,256_RAM,Component,HAS_COMPONENT
256,Laptop,256_STORAGE,Component,HAS_COMPONENT
257,Laptop,HP,Brand,BELONGS_TO
257,Laptop,ETUDES,Usage,SUITABLE_FOR
257,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
257,Laptop,257_CPU,Component,HAS_COMPONENT
257,Laptop,257_GPU,Component,HAS_COMPONENT
257,Laptop,257_RAM,Component,HAS_COMPONENT
257,Laptop,257_STORAGE,Component,HAS_COMPONENT
258,Laptop,LENOVO,Brand,BELONGS_TO
258,Laptop,ETUDES,Usage,SUITABLE_FOR
258,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
258,Laptop,258_CPU,Component,HAS_COMPONENT
258,Laptop,258_GPU,Component,HAS_COMPONENT
258,Laptop,258_RAM,Component,HAS_COMPONENT
258,Laptop,258_STORAGE,Component,HAS_COMPONENT
259,Laptop,ASUS,Brand,BELONGS_TO
259,Laptop,GAMING,Usage,SUITABLE_FOR
259,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
259,Laptop,259_CPU,Component,HAS_COMPONENT
259,Laptop,259_GPU,Component,HAS_COMPONENT
259,Laptop,259_RAM,Component,HAS_COMPONENT
259,Laptop,259_STORAGE,Component,HAS_COMPONENT
260,Laptop,ASUS,Brand,BELONGS_TO
260,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
260,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
260,Laptop,260_CPU,Component,HAS_COMPONENT
260,Laptop,260_GPU,Component,HAS_COMPONENT
260,Laptop,260_RAM,Component,HAS_COMPONENT
260,Laptop,260_STORAGE,Component,HAS_COMPONENT
261,Laptop,ASUS,Brand,BELONGS_TO
261,Laptop,DEVELOPPEMENT,Usage,SUITABLE_FOR
261,Laptop,eco_A,Eco_Class,HAS_ECO_CLASS
261,Laptop,261_CPU,Component,HAS_COMPONENT
261,Laptop,261_GPU,Component,HAS_COMPONENT
261,Laptop,261_RAM,Component,HAS_COMPONENT
261,Laptop,261_STORAGE,Component,HAS_COMPONENT
262,Laptop,ASUS,Brand,BELONGS_TO
262,Laptop,ETUDES,Usage,SUITABLE_FOR
262,Laptop,eco_B,Eco_Class,HAS_ECO_CLASS
